collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs,calculadora-conversion-cups-gramos-harina-azucar-aceite,/calculadora-conversion-cups-gramos-harina-azucar-aceite,cocina,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-conversion-ppm-mg-l-quimica-agua,/calculadora-conversion-ppm-mg-l-quimica-agua,matematica,medium,low,false,false,false,true,false,mg/kg,"Dosis/medicación: mg/kg; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-conversor-bolsas-cemento-por-metro-cubico,/calculadora-conversor-bolsas-cemento-por-metro-cubico,construccion,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-conversor-dias-a-horas,/calculadora-conversor-dias-a-horas,matematica,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-conversor-hectareas-a-metros-cuadrados,/calculadora-conversor-hectareas-a-metros-cuadrados,matematica,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-cooling-fan-3d-material,/calculadora-cooling-fan-3d-material,tecnologia,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""tecnologia"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-copago-bonificacion-fonasa-chile,/cl/calculadora-copago-bonificacion-fonasa-chile,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-correa-distribucion-cambio-intervalo-km,/calculadora-correa-distribucion-cambio-intervalo-km,automotor,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Fuera de contexto de salud (categoría ""automotor"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-boda-argentina,/calculadora-costo-boda-argentina,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-hijo-primer-ano,/calculadora-costo-hijo-primer-ano,vida,medium,low,false,false,false,true,false,"dosis; enfermedad","Dosis/medicación: dosis; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-hora-consultor-marketing,/calculadora-costo-hora-consultor-marketing,negocios,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-hora-disenador-grafico,/calculadora-costo-hora-disenador-grafico,negocios,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-hora-empleado-real,/calculadora-costo-hora-empleado-real,negocios,medium,low,false,false,false,true,false,"tratamiento; enfermedad","Tratamiento/retorno deportivo: tratamiento; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-lavado-ropa-lavadora-vs-lavanderia,/calculadora-costo-lavado-ropa-lavadora-vs-lavanderia,vida,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-mascota-vida-util,/calculadora-costo-mascota-vida-util,vida,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-costo-pasaporte-mexicano-2026,/mx/calculadora-costo-pasaporte-mexicano-2026,vida,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-real-pauta-exterior-impuestos-argentina,/calculadora-costo-real-pauta-exterior-impuestos-argentina,negocios,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-costo-real-pauta-exterior-impuestos-colombia,/co/calculadora-costo-real-pauta-exterior-impuestos-colombia,negocios,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-costo-real-pauta-exterior-impuestos-mexico,/mx/calculadora-costo-real-pauta-exterior-impuestos-mexico,negocios,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-costo-veterinario-consulta-promedio,/calculadora-costo-veterinario-consulta-promedio,mascotas,medium,low,false,false,false,true,false,medicacion,"Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-cpa-cac-ltv,/calculadora-cpa-cac-ltv,marketing,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""marketing"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-cpc-costo-por-click,/calculadora-cpc-costo-por-click,marketing,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""marketing"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-credito-educativo-icetex-vs-banco-colombia-2026,/co/calculadora-credito-educativo-icetex-vs-banco-colombia-2026,educacion,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-credito-uva-vs-tasa-fija,/calculadora-credito-uva-vs-tasa-fija,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-cripto-chile-impuestos-trader-2026-sii,/cl/calculadora-cripto-chile-impuestos-trader-2026-sii,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-cripto-colombia-impuestos-renta-trader-2026,/co/calculadora-cripto-colombia-impuestos-renta-trader-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-cuota-alimentaria-estimacion,/calculadora-cuota-alimentaria-estimacion,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-cuota-credito-hipotecario-uva-banco-nacion,/calculadora-cuota-credito-hipotecario-uva-banco-nacion,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-customer-effort-score-ces,/calculadora-customer-effort-score-ces,marketing,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""marketing"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,calculadora-data-parto-dum-naegele-portugues,/pt/calculadora-data-parto-dum-naegele-portugues,familia,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-deck-madera-tablas-tornillos,/calculadora-deck-madera-tablas-tornillos,construccion,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-deduccion-gastos-medicos-mexico-personales-anual,/mx/calculadora-deduccion-gastos-medicos-mexico-personales-anual,impuestos,medium,low,false,false,false,true,false,"medicamento; tratamiento; rehabilitacion","Tratamiento/retorno deportivo: tratamiento, rehabilitacion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-deduccion-vivienda-habitual-irpf-espana,/es/calculadora-deduccion-vivienda-habitual-irpf-espana,impuestos,medium,low,false,false,false,true,false,rehabilitacion,"Tratamiento/retorno deportivo: rehabilitacion; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-deep-work-cal-newport-horas-maximo-diario,/calculadora-deep-work-cal-newport-horas-maximo-diario,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-deposito-plazo-chile-bancos-2026-tasa,/cl/calculadora-deposito-plazo-chile-bancos-2026-tasa,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-deposito-plazo-fijo-ecuador,/ec/calculadora-deposito-plazo-fijo-ecuador,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-descanso-post-maraton-regla-1-dia-km,/calculadora-descanso-post-maraton-regla-1-dia-km,deportes,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-descenso-laliga-santander-puntos-necesarios,/calculadora-descenso-laliga-santander-puntos-necesarios,deportes,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-despido-enfermedad-inculpable-art-211-art-212-lct,/calculadora-despido-enfermedad-inculpable-art-211-art-212-lct,finanzas,medium,low,false,false,false,true,false,"tratamiento; enfermedad","Tratamiento/retorno deportivo: tratamiento; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
