prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
2,WINNABLE,matematica,conversion-btu-kcal-air-conditioning,convert btu to kcal for air conditioning,Convert AC BTU/hr rating to kcal/hr for unit sizing,btu/hr to kcal/hr calculator ac sizing | btu a kcal aire acondicionado,'BTU to kcal' es conversión de nicho (no head genérico); la SERP no está copada por DR80 — convertunits y foros HVAC. El ángulo AC/kcal es específico y ganable. Keyword actual vacío.
2,WINNABLE,matematica,conversion-ounce-gram-cooking,convert ounces to grams for cooking recipes,Convert recipe ounces to grams for cooking/baking,oz to grams recipe converter | ounces to grams baking chart,"'oz to grams' plano es head, pero el intent cooking/recipe/baking es un long-tail de cocina — nicho con gaps ganables y competencia de food blogs (no DR80 calc aggregators). Keyword actual vacío."
2,WINNABLE,matematica,conversion-ppm-mg-l-quimica-agua,convert ppm to mg/l water chemistry,Convert ppm to mg/L in water chemistry context,ppm to mg/l calculator water quality | mg/l to ppm water conversion,"Conversión de nicho científico (química de agua) — SERP con convertunits/foros, no DR80 aggregators. Intent específico WHO/agua. Nicho ciencia específica = ganable. Keyword actual vacío."
2,WINNABLE,matematica,hours-between-times-calculator,hours between two times calculator with overnight shift,Compute hours/minutes between two clock times incl. overnight,time between two times decimal hours calculator | hours worked between clock in and clock out,'hours between two times' (999) tiene demanda real modesta; SERP tiene timeanddate/calculator-online pero no los mega-aggregators math. El ángulo overnight-shift/decimal es específico y ganable.
2,WINNABLE,matematica,quintal-to-metric-ton-converter,convert quintal to metric ton for grain,Convert agricultural quintals to metric tons (grain/crop trade),quintal to tonne agriculture converter | qq to metric ton calculator,"'quintal to metric ton' es conversión de nicho — SERP con convertunits/conversion.org, sin DR80 aggregators. Intent agrícola (granos) específico. Keyword actual ('metric ton to lbs') es mismatch."
2,WINNABLE,matematica,rule-of-three-simple-direct-inverse,rule of three calculator direct and inverse proportion,Solve direct/inverse proportion with the rule of three,direct proportion rule of three calculator | inverse rule of three solver,"'rule of three' es un concepto muy buscado en EN por estudiantes ESL/LATAM, con SERP menos saturada por DR80 math aggregators (US usa 'proportion'). Intent específico direct+inverse. Keyword actual ('affect vs effect') e"
2,WINNABLE,medio-ambiente,carbon-offset-trees-flight,how many trees to offset a flight co2,Cuántos árboles hay que plantar para compensar el CO2 de un vuelo,trees needed to offset flight emissions | carbon offset flight tree calculator,"'carbon offset programs' (k actual) es nonsense navegacional. La frase 'árboles para compensar vuelo' es específica, sin líderes claros, calc lo resuelve."
2,WINNABLE,medio-ambiente,co2-savings-idle-chargers,phantom load charger co2 savings calculator,Ahorro de CO2/kWh por desenchufar cargadores en vacío (phantom load),how much energy do unplugged chargers save | idle charger electricity waste calculator,"Nicho ultra específico (phantom load), sin agregadores. Demanda chica pero cero competencia dura."
2,WINNABLE,medio-ambiente,email-emissions-calculator,email carbon footprint calculator co2 per email,Cuánto CO2 produce un email según tipo,how much co2 does an email produce | carbon footprint of sending emails,Tópico de nicho con demanda editorial (BBC/Mike Berners-Lee lo instalaron) pero pocos calcs interactivos. Gap real.
2,WINNABLE,medio-ambiente,paper-saved-double-sided-printing,paper saved by double sided printing calculator,Cuántas hojas/árboles ahorrás imprimiendo a doble faz,how much paper does duplex printing save | sheets saved printing double sided per year,"Ultra nicho de sustentabilidad de oficina, cero agregadores. Demanda chica pero limpia."
2,WINNABLE,medio-ambiente,streaming-carbon-emissions-calculator,streaming carbon footprint calculator netflix youtube,CO2 emitido por horas de streaming (Netflix/YouTube),how much co2 does streaming produce per hour | video streaming emissions calculator,"Tópico con interés mediático, pocos calcs interactivos reales. Nicho medio-ambiente específico ganable."
2,WINNABLE,medio-ambiente,wedding-carbon-footprint,wedding carbon footprint calculator,CO2 total de una boda por cantidad de invitados,how much co2 does a wedding produce | eco wedding emissions offset calculator,"Long-tail evento + medio ambiente, sin agregadores DR80. Nicho verde con demanda estacional real."
2,WINNABLE,salud,abdominal-circumference-cardiovascular-risk,waist circumference cardiovascular risk calculator,Riesgo cardiovascular por circunferencia de cintura (umbrales OMS/IDF),waist size heart disease risk chart men women | who waist measurement risk thresholds,Más específico que BMI; los agregadores no cubren bien 'waist circumference risk' con umbrales OMS/IDF. Gap ganable dentro de salud.
2,WINNABLE,salud,added-sugars-daily-oms-mg-grams,who daily added sugar limit calculator grams,Cuánto azúcar añadido por día según límite OMS (gramos por porción),how many grams of added sugar per day who | added sugar per serving calculator,"Long-tail salud no-genérica, intent específico OMS. Sin agregadores dominantes en 'límite azúcar OMS calculadora'."
2,WINNABLE,salud,alcohol-calories-beer-wine-fernet,calories in beer wine and spirits calculator,"Calorías en cerveza, vino y destilados por tipo/porción",how many calories in a glass of wine calculator | alcohol calorie calculator by drink,Nicho cocina/salud específico; los sitios grandes dan tablas pero pocos calc interactivos por tipo+porción. Gap real.
2,WINNABLE,salud,amh-ovarian-reserve-age,amh normal levels by age calculator,Si el nivel de AMH es normal para la edad (reserva ovárica),is my amh normal for my age | amh ovarian reserve age reference chart,"Fertilidad de nicho, intent muy específico. Compiten clínicas IVF pero espacio para tabla+calc interpretativa. Ganable."
2,WINNABLE,salud,baby-shoe-size,baby shoe size by age chart calculator,Talle de zapato de bebé por edad o largo de pie (US/EU/UK/AR),baby foot length to shoe size converter | infant shoe size by age us eu uk,"Tabla+conversor específico, útil, sin agregadores calc dominantes. Nicho conversiones/bebé ganable."
2,WINNABLE,salud,baby-teeth-eruption-timeline,baby teeth eruption timeline calculator by age,Qué dientes deberían haber erupcionado según edad en meses,which baby teeth come in at what age | how many teeth should my baby have by month,"'baby teeth chart' es competido (Colgate/Pampers/ADA) pero la variante interactiva 'enter age in months → which teeth' es un gap: los grandes dan tabla estática, no calc personalizada."
2,WINNABLE,salud,basal-body-temperature-ovulation,basal body temperature ovulation tracker calculator,Detectar ovulación por patrón bifásico de temperatura basal,how to detect ovulation with bbt chart | biphasic bbt pattern ovulation detector,"Fertilidad natural de nicho, intent específico. Compiten apps (Natural Cycles) pero pocos calcs web puntuales. Ganable."
2,WINNABLE,salud,blood-oxygen-saturation-spo2-altitude,normal spo2 at altitude calculator by elevation,SpO2 normal ajustado por altitud/elevación,normal oxygen saturation at high altitude chart | spo2 adjusted for elevation,El giro 'por altitud' es un ángulo específico que los grandes YMYL no cubren con calc. Menos competencia que el SpO2 genérico. Ganable dentro de salud.
2,WINNABLE,salud,body-composition-fat-vs-lean,fat mass vs lean mass calculator from body fat percentage,Calcular masa grasa vs masa magra en kg desde peso y % de grasa,lean body mass calculator kg | how to calculate fat mass and lean mass,"'nagano lean body tonic' (k) es query de suplemento/brand, nonsense total. La calc de composición corporal bicompartimental es específica y menos saturada. Ganable."
2,WINNABLE,salud,breastfeeding-calories,how many extra calories when breastfeeding calculator,Cuántas calorías extra se necesitan al amamantar según tipo de lactancia,breastfeeding calorie needs calculator | extra kcal per day nursing,"Long-tail salud materna específica; los grandes dan la cifra '~500 kcal' en prosa, pero calc por peso+tipo de lactancia es gap. Ganable."
2,WINNABLE,salud,burnout-mbi-assessment,maslach burnout inventory test free online,Evaluar riesgo de burnout con Maslach Burnout Inventory simplificado,burnout self assessment mbi calculator | am I burned out test score,"'burnout assessment tool' (k) es genérico-corporativo. El test MBI interactivo/gratis tiene demanda y la SERP la ocupan tests dispersos, no agregadores DR80. Ganable con buen UX del quiz."
2,WINNABLE,salud,celiac-gluten-free-tacc-foods,gluten ppm levels in foods chart,Cuánto gluten (ppm) tiene cada alimento y qué es celíaco-seguro,gluten content of common foods ppm | celiac safe gluten free alternatives list,"'gluten ppm por alimento' es un lookup específico sin agregador dominante; el 20 ppm celiac-safe es dato citable. El k actual 'non celiac gluten sensitivity' es mismatch de intención (condición, no lookup ppm)."
2,WINNABLE,salud,choking-heimlich-age-maneuver,heimlich maneuver by age adult child infant,Cómo hacer la maniobra de Heimlich según la edad (adulto/niño/bebé/embarazada),heimlich maneuver for infant vs adult | choking rescue steps by age group,"'heimlich maneuver' head (v6151) lo tiene redcross/mayo, PERO 'by age / infant vs adult / pregnant' es guía-tabla específica ganable. Es reference no calc; ángulo edad-específico = info-gain real."
2,WINNABLE,salud,coffee-hydration-myths,does coffee dehydrate you hydration calculator,¿El café deshidrata? Cálculo neto de hidratación de la cafeína,net hydration from coffee per day | how much does coffee count toward water intake,"Pregunta-mito específica ('does coffee dehydrate you') con ángulo cuantitativo (net hydration 90%) que pocos calculan. SERP es artículos, no un calculador dominante = gap de herramienta."
