URL,Slug,Titulo,H1,Categoria,Template,Keyword aparente,Intencion,Canonical,Indexable,En sitemap,Enlaces internos,Familia tematica,Posible duplicado,Accion recomendada,Prioridad
/calculadora-costo-cesped-sintetico-m2,calculadora-costo-cesped-sintetico-m2,Costo de césped sintético por m² 2026 | Hacé Cuentas,Calculadora de costo de césped sintético por m²,jardineria,CalcLayoutV2 ([...slug].astro),costo cesped sintetico m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-metros-cuadrados-vivienda-por-persona,calculadora-metros-cuadrados-vivienda-por-persona,Metros cuadrados por persona en una vivienda 2026 | Hacé Cuentas,¿Cuántos metros cuadrados por persona necesita una vivienda?,hogar,CalcLayoutV2 ([...slug].astro),metros cuadrados por persona,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-caldera-potencia-kw-ambiente-metros,calculadora-caldera-potencia-kw-ambiente-metros,Calcular kW de Caldera por Ambiente: fórmula + tabla | Hacé Cuentas,¿Cuántos kW necesita tu caldera por ambiente? Calculadora,construccion,CalcLayoutV2 ([...slug].astro),calcular kw caldera por ambiente,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-cantidad-plantas-seto-metros,calculadora-cantidad-plantas-seto-metros,Cuántas plantas necesito para un seto | Hacé Cuentas,¿Cuántas plantas necesito para un seto?,jardineria,CalcLayoutV2 ([...slug].astro),cantidad plantas seto metros,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-conversor-bolsas-cemento-por-metro-cubico,calculadora-conversor-bolsas-cemento-por-metro-cubico,Cuántas Bolsas de Cemento por m³ — Conversor + Tabla,Conversor de metros cúbicos a bolsas de cemento,construccion,CalcLayoutV2 ([...slug].astro),calculadora conversor bolsas cemento metro,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-conversor-metros-lineales-a-metros-cuadrados,calculadora-conversor-metros-lineales-a-metros-cuadrados,Metros Lineales a Metros Cuadrados: Calculadora + Tabla 2026,Conversor de metros lineales a metros cuadrados,construccion,CalcLayoutV2 ([...slug].astro),conversor de metros lineales a metros cuadrados,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-conversor-pie-tabla-a-metro-cubico,calculadora-conversor-pie-tabla-a-metro-cubico,Conversor de pies tabla a metros cúbicos 2026 | Hacé Cuentas,Conversor de pies tabla a metros cúbicos,construccion,CalcLayoutV2 ([...slug].astro),conversor pie tabla a metro cubico,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-perfil-aluminio-metros-lineales-ventana,calculadora-perfil-aluminio-metros-lineales-ventana,Metros lineales de perfil de aluminio para ventanas: calculadora + tabla | Hacé Cuentas,Calculadora de metros lineales de perfil de aluminio para ventanas,construccion,CalcLayoutV2 ([...slug].astro),metros lineales perfil aluminio ventana,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-profundidad-siembra-semilla,calculadora-profundidad-siembra-semilla,Profundidad de Siembra por Tipo de Semilla | Hacé Cuentas,Calculadora de profundidad de siembra según tipo de semilla,jardineria,CalcLayoutV2 ([...slug].astro),profundidad siembra semilla,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-riego-automatico-programacion-minutos,calculadora-riego-automatico-programacion-minutos,Calculadora de programación de riego automático 2026,Calculadora de programación de riego automático,jardineria,CalcLayoutV2 ([...slug].astro),riego automático programación,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-tornillos-durlock-placa-yeso-m2,calculadora-tornillos-durlock-placa-yeso-m2,Calculadora de Tornillos para Durlock / Placas de Yeso,Calculadora de Tornillos para Durlock / Placas de Yeso,construccion,CalcLayoutV2 ([...slug].astro),tornillos durlock por m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-yeso-cielorraso-placas-m2,calculadora-yeso-cielorraso-placas-m2,Calculadora de Yeso para Cielorraso 2026 | Hacé Cuentas,Calculadora de Yeso para Cielorraso,construccion,CalcLayoutV2 ([...slug].astro),placas yeso cielorraso m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-comida-perro-diaria-gramos,calculadora-comida-perro-diaria-gramos,Cuántos gramos de comida por día debe comer tu perro,Cuántos gramos de comida por día debe comer tu perro,mascotas,CalcLayoutV2 ([...slug].astro),gramos comida perro,Mascota (presupuesto/rutina),(self),Sí,Sí,24,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Alta
/calculadora-edad-humana-por-raza-perro,calculadora-edad-humana-por-raza-perro,Calculadora Edad Humana del Perro por Raza 2026,Edad humana del perro según raza,mascotas,CalcLayoutV2 ([...slug].astro),edad humana perro,Mascota (presupuesto/rutina),(self),Sí,Sí,19,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-edad-perro-humano,calculadora-edad-perro-humano,Edad del Perro en Años Humanos 2026 | Hacé Cuentas,Edad del Perro en Años Humanos,mascotas,CalcLayoutV2 ([...slug].astro),edad perro años humanos,Mascota (presupuesto/rutina),(self),Sí,No,19,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-expectativa-vida-raza-perro,calculadora-expectativa-vida-raza-perro,¿Cuánto vive un perro según su raza? Calculadora + tabla | Hacé Cuentas,¿Cuánto vive un perro? Calculadora de expectativa de vida por raza,mascotas,CalcLayoutV2 ([...slug].astro),cuanto vive un perro,Mascota (presupuesto/rutina),(self),Sí,Sí,15,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-comida-gato-diaria-gramos,calculadora-comida-gato-diaria-gramos,Gramos de comida por día para tu gato 2026 — Online,Cuántos gramos de comida por día debe comer tu gato,mascotas,CalcLayoutV2 ([...slug].astro),gramos comida gato,Mascota (presupuesto/rutina),(self),Sí,Sí,11,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-arena-sanitaria-gato-kg-mes,calculadora-arena-sanitaria-gato-kg-mes,Cuánta arena sanitaria necesita tu gato por mes 2026,Cuánta arena sanitaria necesita tu gato por mes,mascotas,CalcLayoutV2 ([...slug].astro),arena sanitaria gato kg mes,Mascota (presupuesto/rutina),(self),Sí,Sí,7,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-mensual-mascota-perro-gato,calculadora-costo-mensual-mascota-perro-gato,¿Cuánto cuesta tener un perro o gato por mes? + tabla 2026 | Hacé Cuentas,¿Cuánto cuesta tener un perro o gato por mes en Argentina?,mascotas,CalcLayoutV2 ([...slug].astro),cuanto cuesta tener un perro por mes,Mascota (presupuesto/rutina),(self),Sí,Sí,7,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-minutos-paseo-perro-raza-edad,calculadora-minutos-paseo-perro-raza-edad,¿Cuántos minutos de paseo necesita mi perro? | Hacé Cuentas,¿Cuántos minutos de paseo necesita mi perro?,mascotas,CalcLayoutV2 ([...slug].astro),minutos paseo perro,Mascota (presupuesto/rutina),(self),Sí,Sí,7,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-paseos-perro-minutos-raza-energia,calculadora-paseos-perro-minutos-raza-energia,Calculadora de Minutos de Paseo para Perros por Raza 2026 | Hacé Cuentas,¿Cuántos minutos de paseo necesita tu perro según su raza?,mascotas,CalcLayoutV2 ([...slug].astro),cuántos minutos pasear perro,Mascota (presupuesto/rutina),(self),Sí,Sí,7,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-tamano-cucha-perro-medidas,calculadora-tamano-cucha-perro-medidas,Tamaño Ideal de Cucha por Raza de Perro | Hacé Cuentas,Calculadora de tamaño de cucha ideal para tu perro,mascotas,CalcLayoutV2 ([...slug].astro),tamano cucha perro,Mascota (presupuesto/rutina),(self),Sí,Sí,7,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-comida-tortuga-diaria-gramos,calculadora-comida-tortuga-diaria-gramos,Comida Diaria de la Tortuga en Gramos 2026 | Hacé Cuentas,Cuánto debe comer tu tortuga por día en gramos,mascotas,CalcLayoutV2 ([...slug].astro),comida tortuga,Mascota (presupuesto/rutina),(self),Sí,Sí,4,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-temperatura-acuario-especie,calculadora-temperatura-acuario-especie,Temperatura Acuario por Especie 2026 Online Gratis,Qué temperatura necesita tu acuario según los peces,mascotas,CalcLayoutV2 ([...slug].astro),temperatura acuario,Mascota (presupuesto/rutina),(self),Sí,Sí,4,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-expectativa-vida-tortuga-terrestre,calculadora-expectativa-vida-tortuga-terrestre,¿Cuánto vive una tortuga terrestre? Calculadora + tabla por especie | Hacé Cuentas,Calculadora de expectativa de vida de tortuga terrestre,mascotas,CalcLayoutV2 ([...slug].astro),cuanto vive una tortuga terrestre,Mascota (presupuesto/rutina),(self),Sí,Sí,3,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-agua-pez-betta-litros,calculadora-agua-pez-betta-litros,Cuántos Litros Necesita un Pez Betta: calculadora + tabla | Hacé Cuentas,Calculadora de litros para acuario de pez Betta,mascotas,CalcLayoutV2 ([...slug].astro),cuántos litros necesita un pez betta,Mascota (presupuesto/rutina),(self),Sí,Sí,2,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-alimento-acuario-por-pez,calculadora-alimento-acuario-por-pez,Alimento para Acuario por Pez 2026 — Gratis | Hacé Cuentas,Cuánto alimento darle a tus peces por día,mascotas,CalcLayoutV2 ([...slug].astro),cuanto alimento peces,Mascota (presupuesto/rutina),(self),Sí,Sí,2,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-comida-diaria-conejo-peso,calculadora-comida-diaria-conejo-peso,Comida Diaria Conejo segun Peso 2026 — Gratis Online,Cuánto debe comer tu conejo por día,mascotas,CalcLayoutV2 ([...slug].astro),comida conejo dia,Mascota (presupuesto/rutina),(self),Sí,Sí,2,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-edad-humana-tortuga,calculadora-edad-humana-tortuga,Edad de la Tortuga en Años Humanos 2026 — Gratis,Calculá la edad humana equivalente de tu tortuga,mascotas,CalcLayoutV2 ([...slug].astro),edad tortuga humanos,Mascota (presupuesto/rutina),(self),Sí,Sí,2,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-expectativa-vida-reptiles-especie,calculadora-expectativa-vida-reptiles-especie,Expectativa de Vida de Reptiles por Especie 2026,Cuánto vive un reptil según la especie y los cuidados,mascotas,CalcLayoutV2 ([...slug].astro),cuanto vive reptil,Mascota (presupuesto/rutina),(self),Sí,Sí,2,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-cachorros-camada-raza,calculadora-cachorros-camada-raza,Calculadora Cachorros por Camada según Raza 2026,Cantidad de cachorros por camada según raza,mascotas,CalcLayoutV2 ([...slug].astro),cachorros por camada raza,Mascota (presupuesto/rutina),(self),Sí,Sí,1,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-mensual-raza-gato,calculadora-costo-mensual-raza-gato,Costo Mensual de un Gato según Raza 2026 | Hacé Cuentas,Cuánto cuesta tener un gato por mes según su raza,mascotas,CalcLayoutV2 ([...slug].astro),cuanto cuesta tener un gato,Mascota (presupuesto/rutina),(self),Sí,Sí,1,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-tortuga-acuatica-tamano-acuario-filtro-litros,calculadora-tortuga-acuatica-tamano-acuario-filtro-litros,Litros para tortuga acuática: calculadora + tabla de referencia | Hacé Cuentas,Calculadora de tamaño de acuario para tortuga acuática,mascotas,CalcLayoutV2 ([...slug].astro),cuantos litros necesita una tortuga acuatica,Mascota (presupuesto/rutina),(self),Sí,Sí,1,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-tortuga-acuatica-uvb-watts-pecera,calculadora-tortuga-acuatica-uvb-watts-pecera,Calculadora UVB tortuga acuática 2026: watts según caparazón y litros,Tortuga acuática — watts UVB por tamaño y altura de lámpara,mascotas,CalcLayoutV2 ([...slug].astro),uvb tortuga acuatica watts,Mascota (presupuesto/rutina),(self),Sí,Sí,1,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-edad-gato-anos-humanos,calculadora-edad-gato-anos-humanos,Edad del Gato en Años Humanos 2026 — Gratis | Hacé Cuentas,Edad del gato en años humanos,mascotas,CalcLayoutV2 ([...slug].astro),edad gato años humanos,Mascota (presupuesto/rutina),(self),Sí,Sí,1,mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-comida-bulldog-frances-cantidad-edad-peso,calculadora-comida-bulldog-frances-cantidad-edad-peso,¿Cuánta comida darle a un Bulldog Francés? Calculadora + tabla | Hacé Cuentas,¿Cuánta comida necesita un Bulldog Francés? Calculá la ración exacta,mascotas,CalcLayoutV2 ([...slug].astro),cuánta comida darle a un bulldog francés,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-comida-yorkshire-terrier-porcion-diaria-edad,calculadora-comida-yorkshire-terrier-porcion-diaria-edad,Comida para Yorkshire Terrier: gramos por día + tabla | Hacé Cuentas,¿Cuánto comer debe un Yorkshire Terrier? Calculadora de porción diaria,mascotas,CalcLayoutV2 ([...slug].astro),cuanto darle de comer a un yorkshire terrier,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-ejercicio-diario-raza-perro,calculadora-ejercicio-diario-raza-perro,Ejercicio diario del perro según raza 2026 | Hacé Cuentas,Ejercicio diario del perro según raza,mascotas,CalcLayoutV2 ([...slug].astro),ejercicio perro raza,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-espacio-jaula-hamster-tamano,calculadora-espacio-jaula-hamster-tamano,Tamaño mínimo de jaula para hámster: calculadora + tabla | Hacé Cuentas,¿Qué tamaño de jaula necesita tu hámster?,mascotas,CalcLayoutV2 ([...slug].astro),tamaño jaula hamster,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-gato-persa-grooming-bano-frecuencia-costo,calculadora-gato-persa-grooming-bano-frecuencia-costo,"Gato Persa: grooming, baño y costo anual — calculadora | Hacé Cuentas","Calculadora de grooming para gato persa: frecuencia, tiempo y costo",mascotas,CalcLayoutV2 ([...slug].astro),grooming gato persa,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-castracion-edad-ideal-perro-gato,calculadora-castracion-edad-ideal-perro-gato,Cuándo castrar a tu perro o gato: edad ideal | Hacé Cuentas,Cuándo castrar a tu perro o gato: edad ideal según especie y tamaño,mascotas,CalcLayoutV2 ([...slug].astro),edad castrar perro,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-comida-cachorro-gramos-edad,calculadora-comida-cachorro-gramos-edad,Gramos de Comida para Cachorro según Edad | Hacé Cuentas,Cuántos gramos de comida necesita un cachorro según su edad,mascotas,CalcLayoutV2 ([...slug].astro),comida cachorro gramos,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-conejo-comida-heno-peso-edad,calculadora-conejo-comida-heno-peso-edad,"¿Cuánto come un conejo? Calculadora heno, pellets y verduras | Hacé Cuentas","¿Cuánto debe comer un conejo? Heno, pellets y verduras por peso",mascotas,CalcLayoutV2 ([...slug].astro),conejo comida heno peso edad,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-costo-veterinario-consulta-promedio,calculadora-costo-veterinario-consulta-promedio,Precio Consulta Veterinaria Argentina 2026: Calculadora,Calculadora de costo veterinario por tipo de consulta,mascotas,CalcLayoutV2 ([...slug].astro),costo veterinario argentina,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-edad-cachorro-humano,calculadora-edad-cachorro-humano,Edad cachorro en años humanos: tabla mes a mes | Hacé Cuentas,Edad del cachorro en años humanos — tabla mes a mes,mascotas,CalcLayoutV2 ([...slug].astro),cachorro meses años humanos,Mascota (presupuesto/rutina),(self),Sí,Sí,0,mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
